cas	id	score/f7.83125363f7.5543394	score/f3.96892066f7.5543394	score/f7.8423149f3.96892066	score/f7.65137389f7.54371056	score/f2.67183079f2.55375959	score/f4.05847317f3.04562355	score/f2.26835606f7.41543777	score/f4.19323137f2.26835606	score/f7.21512364f2.34609156	score/f2.10098149f2.26835606	score/f8.08686961f4.44197134	score/f1.9327416f2.26835606	score/f3.11155736f3.30174918	score/f6.36097057f6.13422123	score/f2.72536507f3.04562355	score/f8.33470473f6.67724044	score/f7.30971869f6.84334939	score/f4.64518419f5.23951002	score/f6.24620988f6.36097057	score/f3.58786783f2.47461135	score/f6.21704203f6.06044366	score/f6.98478217f7.76865622	score/f2.74415963f3.58786783	score/f3.18131412f2.74415963	score/f6.99371349f6.84334939	score/f7.15493875f2.16092068	score/f4.11516934f3.58786783	score/f4.26441488f4.11516934	score/f6.43833605f3.04562355	score/f1.91427696f2.11117558	score/f1.50892693f3.58786783	score/f5.86025971f5.61164911	score/f2.38065771f1.50892693	score/f1.37357132f1.50892693	score/f1.11970213f1.37357132	score/f5.97056593f5.86025971	score/f3.65800917f7.36383034	score/f7.47437275f7.33825723	score/f1.12989762f1.50892693	score/f4.00955893f3.58786783	score/f3.39722713f3.52922397	score/f3.15649363f4.05847317	score/f4.03764378f2.72536507	score/f4.53880071f5.21309637	score/f4.30671322f7.67911541	score/f3.37475199f1.50892693	score/f1.83683351f2.38065771	score/f2.61479076f6.84334939	score/f3.09422033f1.19139379	score/f6.26268833f3.04562355	score/f6.173676f4.07081943	score/f3.62745737f2.16092068	score/f2.9415488f8.33060653	score/f5.98390494f4.05847317	score/f2.65362897f6.13422123	score/f4.24945164f3.58786783	score/f2.36721772f4.30671322	score/f2.0802689f4.53880071	score/f1.48991788f3.18131412	score/f7.08725811f7.88000916	score/f6.12074843f3.04562355	score/f8.49620795f7.62955706	score/f2.8938235f2.74415963	score/f8.34870752f4.30671322	score/f7.95494567f2.27881983	score/f2.62446615f3.58786783	score/f0.91439674f1.01900188	score/f6.51473917f6.36097057	score/f7.26597854f4.19323137	score/f6.09812883f4.30671322	score/f5.32384267f6.13422123	score/f5.99956963f3.04562355	score/f2.8477771f4.07081943	score/f3.84184016f4.53880071	score/f7.95316535f4.19323137	score/f2.29228556f2.39563347	score/f3.41036438f4.64518419	score/f6.74609331f2.26835606	score/f1.79263619f1.64399104	score/f1.32800494f4.11516934	score/f5.49046355f6.13422123	score/f5.45413051f2.9415488	score/f4.62974974f6.24620988	score/f4.02377892f1.83683351	score/f6.48213498f4.61730956	score/f0.83155705f1.24709382	score/f3.17086713f5.86025971	score/f2.78078922f4.39112747	score/f1.10153829f1.2375346	score/f7.97917265f2.10098149	score/f7.17527913f6.87201597	score/f1.96535712f8.09635394	score/f3.6353089f2.26835606	score/f2.8200243f1.42052021	score/f2.31137638f3.11155736	score/f2.79038061f2.29228556	score/f6.72081819f7.8423149	score/f1.08829468f1.83683351	score/f0.86830182f1.54263629	score/f3.78517816f1.48991788	score/f3.69849025f7.08725811	score/f4.34452389f1.22665954	score/f3.20704457f4.45891829	score/f2.00966913f1.64399104	score/f4.48171741f1.22665954	score/f2.43158044f3.23015616	score/f8.24549261f6.30796788	score/f2.46419281f2.14161058	score/f3.01992633f2.43158044	score/f8.48640761f6.06044366	score/f5.60282437f3.04562355	score/f3.86525495f3.7539065	score/f5.19909117f7.81503062	score/f7.99540288f8.15267475	score/f3.00131145f3.92193576	score/f2.02327747f3.01992633	score/f7.07578926f6.36097057	score/f6.82959963f6.13422123	score/f4.52031939f4.35614714	score/f1.38821794f2.66759434	score/f8.30641865f6.13422123	score/f1.27162019f2.36721772	score/f3.51789794f1.24709382	score/f3.89303619f5.24436416	score/f3.74338363f3.24618599	score/f6.52446765f2.65362897	score/f4.27728549f4.00955893	score/f2.94437771f4.2967762	score/f1.18001829f3.6660258	score/f5.45933027f4.62974974	score/f7.7263651f7.117331	score/f6.71691438f7.5543394	score/f6.55095009f6.24620988	score/f0.97475418f2.47537718	score/f5.18848173f7.0109346	score/f8.22507171f3.00131145	score/f6.6336729f3.04562355	score/f3.43006857f3.23015616	score/f8.38761746f3.74338363	score/f4.14843399f1.8614884	score/f3.76460529f6.36097057	score/f6.89686185f4.07081943	score/f2.90444467f3.23015616	score/f8.1918897f8.33470473	score/f1.31378065f1.70904734	score/f3.82947275f4.26441488	score/f7.06217792f2.34609156	score/f1.61871485f1.01900188	score/f6.68878115f4.30671322	score/f8.02105451f7.90392089	score/f7.10426492f3.24618599	score/f5.29065005f6.24620988	score/f8.20628545f4.05847317	score/f5.51326463f1.66487509	score/f4.58958407f3.23015616	score/f3.29149357f2.17139329	score/f2.88363939f2.47461135	score/f8.34643622f4.00955893	score/f5.34719257f4.29740181	score/f2.92630419f5.24436416	score/f3.48227835f5.24436416	score/f5.52944098f6.36097057	score/f6.07064227f6.65703491	score/f2.63782808f1.50892693	score/f3.90357189f2.16092068	score/f2.21837317f4.00955893	score/f5.4446624f7.117331	score/f8.05600859f7.7263651	score/f7.02540525f7.50037017	score/f4.55579687f7.67911541	score/f3.60478819f1.8614884	score/f6.96092807f3.87397676	score/f3.9339112f5.86025971	score/f7.03452178f2.9415488	score/f1.52511092f1.83683351	score/f8.02916865f4.00955893	score/f3.3225281f4.44197134	score/f2.32341986f4.07081943	score/f8.13693716f8.437004	score/f6.36097057f6.13422123.neg	score/f6.36097057f6.13422123.pos	score/f3.58786783f2.47461135.neg	score/f3.58786783f2.47461135.pos
1184-78-7	10009251	0.2667	0.2466	0.2666	0.1646	0.0849	1.5657	0.2374	0.1007	0.1698	0.0502	0.0261	0.0474	0.0197	0.9756	1.9493	0.5010	0.3529	0.9909	0.8173	0.4035	0.3647	0.2479	0.3827	0.1566	0.3844	0.1140	0.8114	0.5813	0.8711	0.2942	0.7478	1.6198	0.6960	1.1895	1.1511	1.8190	0.1519	0.0575	1.2313	0.4174	0.2566	1.1613	1.6584	0.6243	0.8685	0.2520	0.7633	0.2383	0.0313	1.0693	1.2861	0.0035	0.5034	1.7101	0.5064	0.6438	1.4001	0.5414	0.2319	0.3229	0.9221	0.2894	0.0853	2.1699	0.4035	0.7516	0.0001	0.6104	0.2351	1.5313	0.4786	1.4483	1.4260	0.3023	0.0386	0.5252	0.8828	0.0790	0.0017	0.3373	0.5101	0.2750	0.4717	1.0249	0.0659	0.3247	1.9953	0.0036	0.0481	0.0039	0.0078	0.4698	0.0124	0.0044	0.0289	0.4214	0.2108	1.0467	0.1701	0.2313	0.1375	0.0008	0.0935	0.0005	0.0501	8.1041	0.3027	0.9157	0.6086	0.1702	1.4970	0.0190	0.0930	0.0358	0.0211	0.4409	0.4842	0.2400	0.3348	0.2861	0.3514	0.8549	0.2947	0.1416	8.2740	0.1137	0.2120	0.4772	0.0366	0.0303	0.1554	0.0704	0.4746	1.3775	0.0824	0.0281	0.5213	7.9335	0.5227	0.3062	0.4554	1.4926	6.9822	0.5189	0.0529	0.2935	0.1848	0.0165	0.3629	0.0836	7.8606	0.2058	0.5603	0.0008	6.6042	0.4313	0.2591	0.3566	0.4798	0.4115	0.5469	0.5551	0.7628	0.1179	0.0022	0.1285	0.4926	0.0672	0.0181	0.2139	0.3637	0.5650	0.9425	0.3438	0.6784	0.0936	0.0041	0.5667	0.0470	0.9756	0.9756	0.4035	0.4035
73-22-3	10009291	123.7228	109.4143	88.1945	83.6876	0.9947	36.7900	25.7670	22.1350	50.9717	18.2285	0.0223	17.6652	13.2517	10.8785	15.2845	0.0000	11.3390	0.1163	9.7587	7.2974	5.6567	0.0004	5.2891	3.4706	1.9170	10.1997	6.8323	5.1272	11.9501	3.3713	6.9156	2.4270	4.3013	5.3332	4.0055	1.3295	10.3572	0.8783	4.1550	7.1475	0.0358	12.7346	10.4235	3.9999	3.1196	3.0977	4.3977	1.3593	0.0000	11.7671	13.6926	1.7545	5.7565	11.1357	6.9850	4.8697	6.2003	2.2209	2.8498	0.4068	9.4911	7.8708	1.0137	5.6504	4.5147	4.8391	0.0000	5.7993	22.1593	5.1636	5.0379	10.3816	10.2225	2.5976	6.6243	2.0277	0.2154	7.7310	0.0000	0.8782	5.1227	3.0153	3.4700	8.1761	0.0117	1.5574	0.9361	0.0000	0.3536	4.7201	2.4204	0.0536	4.0872	0.0000	1.5138	1.0260	6.7005	3.2891	0.0001	0.9956	0.7674	0.0000	0.4228	0.0000	0.0000	0.0018	1.4933	0.0000	0.0000	1.7632	7.4285	0.0005	0.0137	0.0000	0.0008	0.0040	4.1583	3.5388	0.8078	2.0589	2.1480	1.2483	0.9252	0.0166	0.0397	1.0851	1.5414	0.0000	0.0000	0.0000	1.4063	5.4872	2.2266	0.0218	0.0735	0.0012	3.6260	3.6871	0.0058	0.0448	3.3458	5.0255	0.0179	0.0000	0.0000	1.0041	7.0913	0.0000	1.1171	0.0000	0.0005	1.2357	4.2782	0.0000	0.1206	3.3055	0.8385	1.1018	0.0002	0.0011	0.6320	2.8731	0.0592	0.3014	0.2849	1.5829	0.0000	0.2267	4.7988	0.1459	0.0321	0.0022	0.0580	0.8016	1.3507	0.6257	1.0593	5.0371	0.0058	6.0068	8.8027	4.2222	5.0366
3909-12-4	10009431	68.2601	87.7591	84.8130	42.5455	2.7550	48.8163	3.4146	3.5240	2.9301	3.1557	0.0001	3.9139	3.0105	21.3625	20.7283	0.0091	0.3684	0.0026	18.5099	23.6844	11.9363	0.0014	20.6203	11.9391	0.2977	3.8541	21.9524	13.1100	20.4097	2.4924	22.4016	4.7799	13.1906	13.4996	10.5641	3.0092	17.2338	0.0238	10.9378	28.8731	0.0374	20.3315	13.9994	10.2761	7.2761	9.6551	11.6870	0.2887	0.0000	19.8538	15.7358	10.1723	11.1102	19.0541	16.1037	17.7873	10.5849	6.4145	8.9555	4.4243	16.8840	9.8500	6.0549	9.8819	8.1050	18.7717	0.0000	13.4747	1.3793	9.3779	11.8530	17.4842	11.3010	7.1041	0.9796	8.7225	0.0030	0.8358	0.0000	4.4747	12.4945	7.9355	8.3262	16.0657	0.1830	2.5824	2.1836	0.0003	1.0024	1.0454	0.0000	0.1884	5.5074	0.0014	1.0118	4.8504	9.1652	8.1987	0.0178	3.5644	12.6061	0.0000	0.0478	0.0051	0.0055	0.0091	5.1866	0.0037	0.0127	5.7137	13.6016	0.0654	0.1892	0.0023	0.0015	0.2667	12.5636	8.0910	3.8304	6.7767	7.5191	3.7824	0.9628	0.1162	0.0390	4.6463	11.1604	0.0091	3.0253	0.0136	0.2627	5.4088	6.3302	0.0497	1.4378	0.0538	8.9906	0.0346	0.0985	0.3785	10.6057	7.1065	0.0909	0.0170	0.0001	4.8237	1.7748	0.0013	3.0704	0.0072	0.1468	5.4223	9.2422	0.0000	0.7065	1.4542	4.2225	8.2982	0.0031	0.0032	0.0003	8.3264	0.8173	2.8104	1.1579	7.4926	0.0283	0.0000	0.0001	1.5588	5.5819	0.0940	0.3340	4.1288	3.9684	7.5653	0.0016	5.5269	0.2270	12.7138	9.1074	5.1992	16.5102
537-98-4	10009541	0.1726	0.2533	0.5911	0.0288	1.1998	11.1447	19.3224	15.8886	52.2542	13.8815	0.0000	14.9097	0.6697	22.7034	3.9219	0.0000	20.9265	0.0003	21.5280	11.3341	6.8255	0.3786	8.8266	8.2429	7.6092	2.1489	7.9008	5.4051	8.9947	1.9546	8.9974	1.2523	5.7227	5.9101	4.3750	0.5788	10.2917	5.1049	4.2268	10.5583	0.0005	5.5403	0.4532	4.5571	0.9045	5.0157	5.1397	5.5063	0.0000	9.3726	2.4241	2.4399	6.0190	6.4511	9.5166	6.7520	3.3191	3.2288	5.2221	8.0792	4.0480	0.0000	3.0078	1.7308	4.7412	7.5768	0.0000	14.0772	8.3826	2.4271	7.3632	6.2022	0.6521	3.2661	3.7005	3.9604	0.0009	5.5179	0.0000	0.9290	7.2753	5.9268	6.3975	4.5908	0.5856	1.8458	0.6216	0.0000	0.9622	3.5969	0.0000	0.0002	4.2679	0.0000	0.2656	1.8780	0.3121	2.8275	0.0000	1.0264	9.8296	0.0000	0.0110	0.0000	0.0000	0.0001	1.8784	0.0072	0.0000	2.9249	3.8110	4.3087	0.0000	0.0000	0.0015	0.0017	18.5903	6.2983	1.0618	2.4114	4.4530	0.9785	0.4739	2.6640	0.0803	2.4288	3.3892	0.0003	0.0000	0.0007	4.4107	0.0036	5.3111	0.1744	0.6338	0.0368	2.3475	0.0048	0.4770	0.0081	8.7426	4.0130	0.0019	0.0000	0.0000	2.3709	11.8997	0.0000	0.4725	0.0013	2.0405	3.6677	1.1094	0.0000	0.0845	0.1479	2.8158	3.5850	0.0013	0.0000	0.0002	7.4356	0.0044	0.6766	2.8110	2.5529	3.1958	0.0002	0.0393	0.0511	0.0431	2.3778	0.0245	2.3132	1.1867	2.6371	0.0000	0.3985	0.0182	1.2162	22.7034	11.3341	1.6995
87-69-4	10009561	0.5365	0.5849	0.7028	0.3935	1.3435	3.5147	0.5843	0.2032	0.9634	0.2659	0.0809	0.4867	0.5281	2.9914	2.0341	0.2192	0.0537	0.0027	2.7353	3.5524	1.8217	0.0248	3.5086	2.7275	0.0326	0.1099	4.3881	4.4317	2.3225	0.8691	4.1769	1.7849	4.1364	4.4170	4.5264	1.5835	1.7070	0.0693	3.9777	2.7330	0.4855	3.1288	0.9697	3.0334	2.6996	3.2235	3.5672	0.0112	0.0124	2.4444	1.3453	0.0000	1.8217	2.2841	2.4393	3.9813	3.4118	2.7683	2.1207	1.8895	2.6169	0.2633	1.6012	3.4025	1.4947	2.9694	0.0003	2.1808	0.1637	3.5087	1.6273	2.7389	0.5703	2.2922	0.0746	3.0575	0.0032	0.2595	0.0739	1.6866	1.6483	1.2104	1.4208	2.9484	0.0782	2.2279	1.7381	0.0404	2.1245	0.1047	0.0121	0.1203	0.0438	0.1058	0.2312	1.8562	0.4760	2.0627	0.1241	1.1275	1.3479	11.1796	0.4439	0.2055	1.1923	0.3414	0.8655	0.0738	0.3064	0.9473	2.1713	0.3455	0.0337	0.0182	0.0036	0.5060	2.0906	1.5704	9.2992	3.2939	1.4229	1.0785	1.7905	0.0013	0.0440	0.9912	1.2543	0.1787	0.0712	0.0401	0.0004	0.2303	1.4162	0.0211	0.5740	0.0281	1.3392	0.1797	0.1038	0.0004	1.8341	0.6176	0.2847	0.1837	0.0007	1.5511	0.8013	0.0334	2.3862	0.3402	0.6570	1.0663	1.4001	0.0005	0.2956	0.1475	0.8619	0.4553	0.7537	0.0080	0.0404	1.8769	0.7460	1.5767	0.0714	0.6043	0.0072	0.0230	0.1513	0.9920	0.0066	0.0174	0.7483	1.0158	1.7608	0.6545	0.2431	0.5682	0.1575	2.9914	1.0761	1.2968	3.5524
120-80-9	10009571	1.0276	1.0053	1.1245	0.7939	0.0027	0.4025	0.0165	0.1533	0.0164	0.1652	0.0193	0.0603	0.0091	0.4353	0.3497	0.0009	34.5443	0.0019	0.3522	0.1677	0.2083	2.8725	0.0850	0.2721	29.7378	0.5471	0.1515	0.1960	0.2447	0.1001	0.2328	0.1656	0.1772	0.4386	0.2565	0.0988	0.0648	0.0039	0.3380	0.1779	0.0001	0.2374	0.7143	0.0728	0.1570	0.2772	0.1101	23.7717	0.0000	0.3036	0.9023	0.4300	0.1314	0.1273	0.1831	0.0604	0.6081	0.0839	0.7361	0.0019	0.2000	0.2807	0.0643	0.5267	0.1044	0.1276	0.0000	0.0910	0.0467	0.3511	0.2500	0.1390	1.0077	0.0411	0.0249	0.0268	0.0075	0.0164	0.0000	0.0543	0.1716	0.1718	0.0641	0.1239	0.0003	0.0579	0.1387	0.0000	0.0384	0.2134	9.8604	0.0877	0.0549	0.0001	0.0211	0.0116	0.9218	0.3195	0.0022	0.1629	0.0016	0.0013	0.0246	0.0000	0.0025	0.0168	0.0062	0.2125	0.0234	0.2321	0.0889	0.0117	0.0145	0.0001	0.0812	0.0669	0.0745	5.9645	0.0092	0.0355	0.0862	0.2249	0.0253	0.0000	0.0196	0.0123	0.0251	0.0143	0.0001	0.0002	0.3194	0.3744	0.1029	0.9683	0.0027	0.2216	0.0168	0.1057	0.0006	0.0557	0.0213	6.5874	0.0178	0.0099	0.0000	0.0470	0.0019	0.0000	0.1133	0.0000	0.0090	0.0462	0.0269	0.0000	0.0017	0.2536	0.1247	0.1125	0.0576	0.0025	0.0011	0.0344	0.4178	0.0725	0.1880	0.0685	0.0066	0.0003	0.0000	0.0016	0.0719	9.0821	0.0318	0.0225	0.0224	0.0178	0.0058	0.3430	0.0018	0.4353	0.4353	0.1677	0.1677
4023-65-8	10009581	0.6155	0.5986	0.7818	0.4654	0.0597	1.0914	0.0929	0.1679	0.0794	0.2323	0.0030	0.1601	0.1602	1.4409	0.5360	0.0175	7.1010	0.2612	1.3681	1.2390	0.7835	0.9700	1.0921	1.3503	5.6286	0.5801	1.1800	0.9210	0.8211	0.4877	1.0446	0.2095	0.6869	0.9247	0.6845	0.1280	0.0939	0.0306	0.7937	1.2422	0.0664	0.4661	0.4054	0.8061	0.3619	0.6080	0.3275	3.4996	0.0001	0.8221	0.6979	0.4987	0.5040	0.5041	0.8424	0.7577	0.6730	0.5293	1.0986	1.3434	0.4893	0.1839	0.5390	0.8154	0.6699	0.7623	0.0000	0.6999	0.1139	0.5719	0.8084	0.5064	0.4570	0.7615	0.0399	0.3651	0.1598	0.0362	0.0017	0.2921	0.7830	0.8418	0.4807	0.2457	0.0731	0.0694	0.2321	0.0001	0.0305	0.1127	0.0009	0.0228	0.0416	0.0011	0.0325	0.1629	0.5367	0.2574	0.0009	0.3758	1.0807	0.0005	0.1020	0.0022	0.0032	0.0123	0.1209	0.0414	0.0036	0.4055	0.3372	5.9148	0.0161	0.1842	0.0065	0.0252	1.2808	1.0112	0.2613	0.3040	0.7937	0.2041	0.0204	0.1425	7.2079	0.1645	0.2757	0.0217	0.0001	0.0035	1.1267	0.1262	0.4652	0.2562	0.1580	0.0647	0.3612	0.0562	6.3137	0.0050	5.6986	1.6125	0.0215	0.0129	0.0000	0.4968	0.1224	0.0001	0.2431	0.0710	1.2955	0.3667	0.0891	0.0003	0.0198	0.0266	0.3410	0.5490	0.1631	0.1348	0.2483	0.4472	0.0998	0.2444	0.2658	0.4181	0.4398	0.2569	0.0002	0.0645	0.0398	1.4493	0.1125	0.2669	0.0735	0.3891	0.0175	0.2967	0.5655	1.4409	1.4409	1.2390	1.2390
106-60-5	10011491	0.9418	1.1176	1.6565	0.3834	2.2936	10.2418	0.4147	0.0896	0.7393	0.0413	0.0000	0.4364	3.4557	10.8910	5.6664	0.0001	0.0008	0.0000	10.7723	24.2952	6.8272	0.0000	21.7590	20.6836	0.0006	0.0130	14.0192	11.8429	7.3525	0.4319	11.3959	1.1485	7.1059	7.4140	6.2066	0.6799	4.2097	0.0001	5.7866	12.2360	0.0249	5.1576	2.5821	9.7591	4.0543	6.8225	5.6774	0.0000	0.0000	8.0539	9.1374	0.0000	5.4244	4.7019	9.4048	11.5246	4.6239	6.7109	10.4546	2.2906	5.7821	0.3394	14.0756	3.8579	4.6841	9.7756	0.0000	6.7567	0.1639	4.0000	7.0796	5.5396	7.0656	7.8387	0.0388	8.0506	0.0000	0.0392	0.0000	5.3186	8.1582	5.7458	5.6762	4.1714	0.1460	1.8982	0.7917	8.4926	0.9709	0.0482	0.0000	0.0582	0.0001	0.0040	1.9066	13.9071	0.7539	3.3008	0.0019	4.7008	4.4698	0.0000	0.0048	0.0107	0.0001	0.8030	3.5386	7.4462	1.4565	3.6638	3.9980	0.0089	0.0107	0.0001	0.0003	1.1722	6.5130	5.8475	2.6783	5.2489	4.0795	1.3909	0.2019	0.0000	0.0020	3.2766	4.1095	1.7021	0.0000	0.0397	0.0145	0.1521	4.6652	6.5644	1.5820	0.0557	3.3962	0.0303	0.0617	0.0179	4.7549	4.3011	0.1476	0.0009	0.0000	5.1788	1.1625	0.0002	1.7963	0.0050	0.0022	4.3105	2.2833	0.0002	0.2715	0.2163	10.1514	4.0005	0.3252	0.0042	0.0000	4.1522	0.1183	1.9102	0.0048	3.7032	0.0145	0.0000	0.0025	1.4684	0.0249	0.0010	0.1025	2.3497	1.4863	2.6535	0.0004	3.5420	0.2722	9.2852	3.7176	3.6879	24.2952
490-83-5	10012641	0.2118	0.2936	0.5765	0.0514	0.4530	10.9038	26.4181	38.6542	8.7023	22.7217	0.0007	20.3203	0.2736	12.2808	5.0262	0.0048	0.0004	0.0118	11.3998	13.7104	5.9926	0.0000	11.1876	10.0400	0.0001	0.0001	12.7822	18.1695	7.1150	3.8990	11.9444	1.4381	9.2521	8.9126	6.9967	0.9278	21.3757	0.0000	7.3588	11.1186	0.0029	5.3604	1.2504	10.1873	11.5682	7.4964	6.2713	0.0006	0.0000	7.3984	1.4824	0.0000	6.3414	5.2366	9.3484	16.0331	9.5132	7.2246	9.0375	2.3832	5.1580	0.0033	4.0306	8.7592	5.2352	9.6041	0.0000	7.3209	9.4054	7.7601	6.1530	4.9842	0.2759	14.4798	8.5131	6.4818	0.0006	7.0198	0.0000	3.4927	7.1256	4.9353	5.1046	4.2553	4.4949	1.2994	1.7601	0.0000	0.4070	4.0162	0.0000	0.0511	7.2648	0.0000	0.1761	3.9996	0.0805	2.3491	0.0000	9.5709	10.7967	0.0000	0.0073	0.0000	0.0000	0.0018	1.7198	0.0030	0.0016	2.1205	3.5563	13.8244	0.0000	0.0000	0.0005	0.0806	7.6415	3.7676	3.8101	4.5082	3.6219	0.6797	0.0332	0.4816	2.5746	2.0124	7.5444	5.3304	1.1604	0.0012	0.1051	0.0038	3.8226	0.1582	0.3872	0.0168	2.3420	0.0005	2.1712	1.5685	11.3821	0.0399	0.0017	0.0094	0.0000	14.9223	2.9040	0.0000	3.7912	0.0000	0.1514	3.0303	1.3559	0.0000	2.1675	0.0814	2.9982	2.5852	4.3257	0.0001	0.0026	3.9393	0.0093	1.7639	0.0002	1.6886	0.0145	0.0003	0.0020	5.4505	0.0000	0.5360	0.1264	1.6974	1.0341	1.9116	0.0001	0.1543	0.1154	10.1765	7.7985	5.9695	10.3101
58-64-0	10013411	0.0252	0.0516	0.1264	0.0021	0.6458	41.9534	27.1065	39.9888	6.7134	24.3174	0.0168	20.0221	1.3171	15.9688	17.7802	0.0079	0.0000	0.0000	14.9958	15.1830	7.7658	0.0000	12.9402	9.6854	0.0000	0.0019	24.6113	22.6536	15.2142	7.0308	15.2148	7.6583	10.8978	13.3706	11.6590	11.8016	12.1216	0.0000	10.9070	9.8390	0.0175	15.5297	12.7510	13.8729	7.0170	10.1303	7.7586	0.0000	0.0000	15.5111	14.3577	0.0000	7.2720	15.3502	10.7568	19.7961	8.0936	10.4331	8.0786	2.3030	13.8356	0.0013	4.3510	8.0482	9.0457	11.6666	0.0000	9.1676	12.8005	7.3453	8.6171	14.0093	8.9435	9.9333	10.8358	8.6446	0.0000	8.1343	0.0000	11.1219	9.1426	5.2937	6.3250	6.7635	0.0467	2.8108	3.8931	0.0007	0.6865	4.9301	0.0001	0.4193	7.1081	0.0008	0.3514	5.6486	0.0115	4.6865	0.0000	3.7450	3.0042	0.0000	0.0776	0.0000	0.0000	0.0327	4.5457	0.0005	0.0045	2.8370	10.5864	0.0002	0.0000	0.0000	0.0025	0.1589	6.7145	5.4930	5.6877	6.0440	11.7352	2.5247	0.5152	0.0000	0.0000	2.0924	1.9534	0.2984	0.0000	0.0016	0.0004	0.0025	5.2998	0.0025	0.3064	0.0065	6.5880	0.0681	0.0000	2.7243	6.1304	5.7592	0.0706	0.0015	0.0000	4.8030	1.8503	0.0000	2.7800	0.0000	0.0082	3.8018	5.9972	0.0000	4.4841	0.4784	2.4665	1.1647	0.0215	0.0000	0.0000	5.5651	0.0872	2.4651	0.0009	0.9349	0.0000	0.0000	0.0070	5.8178	0.0004	0.0004	0.7325	2.5019	2.1460	0.9045	0.0010	5.4132	0.1500	10.2248	11.1633	8.6627	9.4913
471-29-4	10015221	0.3370	0.3911	0.5007	0.1628	1.9365	9.4440	0.1529	0.0505	0.2253	0.0606	0.0052	0.0947	5.0064	5.7630	6.8256	0.0327	0.0082	0.0071	5.5893	4.9923	2.8130	0.0000	3.9075	3.3724	0.0014	0.4857	5.4216	4.2917	5.4410	0.9470	7.3139	2.2304	6.6737	7.3181	4.8160	2.0724	1.1218	0.0161	6.1206	4.5949	1.2518	7.2079	4.1238	4.0379	4.4634	13.1892	4.7816	0.0009	0.0093	6.0234	5.5133	0.0022	3.6392	5.3203	4.5544	3.7113	5.7303	2.5079	3.5509	1.0009	5.9161	0.3968	1.4295	5.3267	2.3304	4.5205	0.0000	5.0272	0.3199	4.8256	2.8275	6.0055	13.3901	2.9945	0.1072	2.9538	0.0082	0.0428	0.0004	1.6138	3.1608	2.2159	2.3532	3.8429	0.1802	1.1847	1.9058	1.4642	0.3294	0.1622	0.0000	0.1175	0.0001	6.1166	1.8720	1.7371	0.3010	4.0711	0.0352	2.0288	1.7698	0.0296	0.5144	0.0564	0.1863	0.1047	2.3039	0.0674	0.1654	1.2733	4.1561	0.0414	0.0812	0.0000	0.4190	0.9116	3.0481	1.9549	1.3862	3.6227	1.5971	2.4033	0.1877	0.0857	0.1500	2.2657	1.7172	0.2689	0.0065	0.0161	0.0110	0.0659	2.6797	0.1843	0.1925	0.4522	2.8341	0.0940	0.0416	0.0555	2.8435	2.3168	0.1486	0.0398	0.0002	1.6224	0.4001	0.0033	2.0640	0.0243	0.2320	1.3951	2.6348	0.0004	0.3426	0.7600	1.7524	1.3971	0.0660	0.1558	0.0300	2.6855	1.4887	2.2571	0.0727	1.9441	0.1052	0.0000	0.0007	1.6714	0.0816	0.0439	0.8682	0.9687	1.7826	1.2807	0.0461	2.2575	0.0212	3.8691	3.8452	2.9258	3.2361
3616-04-4	10015651	0.0115	0.0174	0.0350	0.0028	1.1686	7.1845	28.3867	42.4780	6.4976	26.3068	0.7054	20.6459	0.6944	7.0838	3.3846	0.0298	0.0011	0.0001	6.1954	13.3868	3.0237	0.0001	12.2819	5.0650	0.0002	0.2719	14.8507	8.3109	4.5408	7.1355	12.5018	1.0246	5.3252	6.0313	5.5914	0.9119	7.4008	0.0060	4.3793	10.0705	0.1196	4.3992	1.2993	5.1027	2.2442	4.0717	4.3438	0.0004	0.0001	4.4923	2.8452	0.4357	4.2609	4.2146	6.0728	10.9107	3.5263	4.0234	3.7222	0.9169	3.4750	0.0047	2.3875	3.9536	6.7002	9.5558	0.0004	4.1717	14.1637	3.4015	3.5347	4.1141	1.7413	4.2917	12.9366	3.4815	0.0000	9.9318	0.0000	2.9879	4.0312	2.7066	3.0168	3.9362	0.0814	0.6903	0.7128	0.0003	0.2937	6.8427	0.0035	0.9640	9.0666	0.0002	0.1525	1.7403	0.0046	2.1021	0.0019	1.8552	1.2490	0.0027	6.9808	0.0004	0.0371	9.5146	1.3296	0.3253	0.6066	1.4366	4.4652	0.0009	0.0002	0.0000	0.0990	0.2978	3.7501	2.2885	1.9322	2.2227	2.1979	1.4283	0.4306	0.0022	0.0003	1.8600	1.8794	0.2016	0.0981	0.0008	0.0028	0.0024	2.0293	0.1191	0.2217	0.1093	1.7247	7.3862	0.0026	4.4400	2.8831	0.8395	7.9562	0.0128	0.0000	2.6032	1.6029	0.0160	0.8803	0.0015	0.0131	1.7138	1.1745	0.0000	8.0734	0.5285	1.5452	0.6828	0.0628	0.0001	0.0000	2.3922	0.0639	0.6727	0.0148	0.7287	0.0009	0.0004	0.0314	0.5029	3.6158	0.0346	0.2507	1.4600	1.0084	0.6027	0.2673	0.9961	0.0149	7.0838	1.6623	1.4361	10.3072
