cas	id	score/f7.83125363f7.5543394	score/f3.96892066f7.5543394	score/f7.8423149f3.96892066	score/f7.65137389f7.54371056	score/f2.67183079f2.55375959	score/f4.05847317f3.04562355	score/f2.26835606f7.41543777	score/f4.19323137f2.26835606	score/f7.21512364f2.34609156	score/f2.10098149f2.26835606	score/f8.08686961f4.44197134	score/f1.9327416f2.26835606	score/f3.11155736f3.30174918	score/f6.36097057f6.13422123	score/f2.72536507f3.04562355	score/f8.33470473f6.67724044	score/f7.30971869f6.84334939	score/f4.64518419f5.23951002	score/f6.24620988f6.36097057	score/f3.58786783f2.47461135	score/f6.21704203f6.06044366	score/f6.98478217f7.76865622	score/f2.74415963f3.58786783	score/f3.18131412f2.74415963	score/f6.99371349f6.84334939	score/f7.15493875f2.16092068	score/f4.11516934f3.58786783	score/f4.26441488f4.11516934	score/f6.43833605f3.04562355	score/f1.91427696f2.11117558	score/f1.50892693f3.58786783	score/f5.86025971f5.61164911	score/f2.38065771f1.50892693	score/f1.37357132f1.50892693	score/f1.11970213f1.37357132	score/f5.97056593f5.86025971	score/f3.65800917f7.36383034	score/f7.47437275f7.33825723	score/f1.12989762f1.50892693	score/f4.00955893f3.58786783	score/f3.39722713f3.52922397	score/f3.15649363f4.05847317	score/f4.03764378f2.72536507	score/f4.53880071f5.21309637	score/f4.30671322f7.67911541	score/f3.37475199f1.50892693	score/f1.83683351f2.38065771	score/f2.61479076f6.84334939	score/f3.09422033f1.19139379	score/f6.26268833f3.04562355	score/f6.173676f4.07081943	score/f3.62745737f2.16092068	score/f2.9415488f8.33060653	score/f5.98390494f4.05847317	score/f2.65362897f6.13422123	score/f4.24945164f3.58786783	score/f2.36721772f4.30671322	score/f2.0802689f4.53880071	score/f1.48991788f3.18131412	score/f7.08725811f7.88000916	score/f6.12074843f3.04562355	score/f8.49620795f7.62955706	score/f2.8938235f2.74415963	score/f8.34870752f4.30671322	score/f7.95494567f2.27881983	score/f2.62446615f3.58786783	score/f0.91439674f1.01900188	score/f6.51473917f6.36097057	score/f7.26597854f4.19323137	score/f6.09812883f4.30671322	score/f5.32384267f6.13422123	score/f5.99956963f3.04562355	score/f2.8477771f4.07081943	score/f3.84184016f4.53880071	score/f7.95316535f4.19323137	score/f2.29228556f2.39563347	score/f3.41036438f4.64518419	score/f6.74609331f2.26835606	score/f1.79263619f1.64399104	score/f1.32800494f4.11516934	score/f5.49046355f6.13422123	score/f5.45413051f2.9415488	score/f4.62974974f6.24620988	score/f4.02377892f1.83683351	score/f6.48213498f4.61730956	score/f0.83155705f1.24709382	score/f3.17086713f5.86025971	score/f2.78078922f4.39112747	score/f1.10153829f1.2375346	score/f7.97917265f2.10098149	score/f7.17527913f6.87201597	score/f1.96535712f8.09635394	score/f3.6353089f2.26835606	score/f2.8200243f1.42052021	score/f2.31137638f3.11155736	score/f2.79038061f2.29228556	score/f6.72081819f7.8423149	score/f1.08829468f1.83683351	score/f0.86830182f1.54263629	score/f3.78517816f1.48991788	score/f3.69849025f7.08725811	score/f4.34452389f1.22665954	score/f3.20704457f4.45891829	score/f2.00966913f1.64399104	score/f4.48171741f1.22665954	score/f2.43158044f3.23015616	score/f8.24549261f6.30796788	score/f2.46419281f2.14161058	score/f3.01992633f2.43158044	score/f8.48640761f6.06044366	score/f5.60282437f3.04562355	score/f3.86525495f3.7539065	score/f5.19909117f7.81503062	score/f7.99540288f8.15267475	score/f3.00131145f3.92193576	score/f2.02327747f3.01992633	score/f7.07578926f6.36097057	score/f6.82959963f6.13422123	score/f4.52031939f4.35614714	score/f1.38821794f2.66759434	score/f8.30641865f6.13422123	score/f1.27162019f2.36721772	score/f3.51789794f1.24709382	score/f3.89303619f5.24436416	score/f3.74338363f3.24618599	score/f6.52446765f2.65362897	score/f4.27728549f4.00955893	score/f2.94437771f4.2967762	score/f1.18001829f3.6660258	score/f5.45933027f4.62974974	score/f7.7263651f7.117331	score/f6.71691438f7.5543394	score/f6.55095009f6.24620988	score/f0.97475418f2.47537718	score/f5.18848173f7.0109346	score/f8.22507171f3.00131145	score/f6.6336729f3.04562355	score/f3.43006857f3.23015616	score/f8.38761746f3.74338363	score/f4.14843399f1.8614884	score/f3.76460529f6.36097057	score/f6.89686185f4.07081943	score/f2.90444467f3.23015616	score/f8.1918897f8.33470473	score/f1.31378065f1.70904734	score/f3.82947275f4.26441488	score/f7.06217792f2.34609156	score/f1.61871485f1.01900188	score/f6.68878115f4.30671322	score/f8.02105451f7.90392089	score/f7.10426492f3.24618599	score/f5.29065005f6.24620988	score/f8.20628545f4.05847317	score/f5.51326463f1.66487509	score/f4.58958407f3.23015616	score/f3.29149357f2.17139329	score/f2.88363939f2.47461135	score/f8.34643622f4.00955893	score/f5.34719257f4.29740181	score/f2.92630419f5.24436416	score/f3.48227835f5.24436416	score/f5.52944098f6.36097057	score/f6.07064227f6.65703491	score/f2.63782808f1.50892693	score/f3.90357189f2.16092068	score/f2.21837317f4.00955893	score/f5.4446624f7.117331	score/f8.05600859f7.7263651	score/f7.02540525f7.50037017	score/f4.55579687f7.67911541	score/f3.60478819f1.8614884	score/f6.96092807f3.87397676	score/f3.9339112f5.86025971	score/f7.03452178f2.9415488	score/f1.52511092f1.83683351	score/f8.02916865f4.00955893	score/f3.3225281f4.44197134	score/f2.32341986f4.07081943	score/f8.13693716f8.437004	score/f6.36097057f6.13422123.neg	score/f6.36097057f6.13422123.pos	score/f3.58786783f2.47461135.neg	score/f3.58786783f2.47461135.pos
67-64-1	10016591	0.5709	0.6936	0.8252	0.4928	0.7731	1.7507	0.0406	0.0123	0.4563	0.0047	0.0064	0.1264	2.0185	2.2728	0.6126	0.0024	0.1510	0.0024	1.6904	2.3145	1.4578	0.0384	1.7884	1.4516	0.0388	0.9125	1.8850	1.2896	1.2164	0.0053	1.4684	0.2919	0.9795	0.7216	0.8229	0.3010	0.7573	0.2424	0.5655	2.2247	0.0275	1.3239	0.0883	0.9406	0.4242	0.8418	1.3491	0.0437	0.0164	1.1777	0.2094	0.5004	0.8683	1.1237	1.8103	1.5071	0.7613	0.6106	1.0981	0.7499	1.0479	0.0555	0.6353	0.4878	0.4807	1.4108	0.1362	1.7079	0.0053	0.7759	1.2518	1.2657	0.0272	0.8095	0.0039	0.9731	0.0041	0.0015	0.0036	0.4448	1.3296	1.0091	0.8200	1.2814	0.0555	0.4630	0.1519	0.0078	0.3381	0.0136	0.0265	0.0038	0.0087	0.0064	1.6605	0.4871	0.2424	0.6161	0.1615	0.4875	1.2106	0.0577	0.0501	0.0763	0.0650	0.0899	0.5636	0.0009	0.0787	0.8398	1.0308	0.0636	0.0000	0.0468	0.0379	0.0505	1.9732	0.6349	0.3735	0.5761	0.9723	0.3331	0.4092	0.0288	0.0053	0.9152	1.0485	0.0054	0.0188	0.0160	0.0965	0.0544	0.6523	0.1514	0.3460	0.0431	0.5937	0.2328	0.1187	0.0261	1.1346	0.0258	0.1481	0.0085	0.0101	0.5887	0.5732	0.0944	0.2129	0.0154	0.0045	0.4162	0.5997	0.0498	0.4345	0.1536	0.6786	0.8511	0.0164	0.0117	0.0086	1.1433	0.0052	0.1223	0.4856	6.3890	0.0516	0.0066	0.0017	0.1346	0.0777	0.1960	0.0441	0.4771	0.6484	0.7171	0.0329	0.0115	0.1210	2.2728	0.7396	0.6331	2.3145
498-21-5	10018441	0.2882	0.4052	0.8009	0.0479	56.8087	17.0494	26.1355	27.8987	8.4543	41.3430	0.0042	24.3165	2.5081	19.5154	6.9918	0.0000	3.0382	0.0000	19.4468	28.7042	11.2700	0.0393	16.8316	13.6388	2.8519	0.1240	16.6974	14.1417	13.1781	15.0977	19.7618	2.0034	16.4656	15.4705	11.5513	1.5460	12.4873	0.0000	13.4579	16.8581	0.0732	10.6152	0.6633	10.4619	4.1601	13.0520	14.1814	10.6026	0.0012	13.9838	3.1540	0.0124	11.4438	9.2227	23.9287	15.4764	7.6092	12.7638	11.2909	3.4986	9.5880	0.0013	7.3481	5.3672	12.8490	22.8393	0.0114	14.7078	8.4243	6.3503	10.6791	9.3642	0.3689	7.4322	7.8476	10.4170	0.0000	8.9669	0.0000	4.3426	12.8960	9.6823	11.3206	12.5661	0.7420	5.0399	1.2794	0.0000	8.4144	12.2844	0.0000	0.0577	9.2893	0.0013	1.3091	6.7163	0.4678	14.5381	0.1142	5.4500	6.6540	0.0267	0.0082	0.0074	0.0215	0.3008	5.4751	5.6052	0.5726	4.3648	7.1448	0.0074	0.0000	0.0000	0.0000	0.4631	11.2723	8.0409	3.4194	17.0921	5.8038	2.9319	0.9410	0.0000	0.0000	12.6942	5.6033	0.1383	0.0000	0.0807	0.1100	0.0249	8.4196	4.0582	1.5875	0.0005	5.6616	0.0019	0.0042	0.0026	9.2604	0.3132	0.0622	0.0000	0.0000	5.4609	3.0172	0.0038	1.9703	0.0004	0.0002	6.8903	3.2394	0.0000	0.2116	0.8317	10.0555	4.3189	0.0177	0.0000	0.0000	6.9483	0.0470	8.0796	0.0392	3.9768	0.0023	0.0000	0.0049	1.0963	0.0001	0.0000	0.1631	3.6186	4.6965	3.5579	0.0038	0.5434	0.0639	13.7061	12.1652	10.7198	21.6286
58-08-2	10018471	13.5285	13.6241	14.1719	12.8209	1.2176	6.8676	1.1309	0.5695	1.4615	0.2827	0.0027	0.8229	1.3733	10.0491	1.8428	0.0007	0.0087	2.7055	7.9694	16.9732	6.1843	0.0001	15.3289	8.2952	0.0119	0.0468	15.4108	7.8535	5.5091	0.1475	14.3476	0.5932	6.8058	6.1876	4.8506	0.3162	3.7344	0.5174	4.1241	23.0650	8.8928	3.6650	0.1196	4.8668	0.6913	4.6363	6.1548	0.0060	0.0000	5.3073	0.6062	0.1256	4.4522	3.6443	9.2370	12.5259	2.5589	3.1495	6.3983	1.9141	3.2887	4.4902	4.2924	1.7113	3.5465	11.4640	0.0003	5.8437	1.0338	2.1013	5.5507	3.7982	0.2396	4.2075	0.1587	4.1462	10.2351	0.1576	0.0000	2.4044	6.5900	4.0239	3.3512	10.9720	0.0900	1.1274	0.2136	0.0000	0.8048	0.4110	0.0001	0.1177	0.0195	0.0004	0.4738	1.9746	4.2619	2.9675	0.0028	2.4817	3.3366	0.0035	0.0035	0.0017	0.0063	0.0863	1.8222	0.1105	0.0182	2.9196	2.9687	0.0283	0.3624	0.0000	0.8183	0.0385	6.7617	4.4961	1.9608	3.1358	2.9103	1.1335	0.7731	0.6136	0.7301	3.0361	9.0486	0.0000	0.0174	0.0009	0.0217	2.4155	2.9117	0.4821	1.8460	0.9284	1.7302	5.2690	0.3073	0.0273	3.8182	0.2130	0.2208	0.0003	0.0001	3.2495	1.1715	0.0057	0.4592	0.0769	0.0146	2.4241	0.9979	0.0000	0.2726	0.3546	3.0608	6.4689	0.0056	0.1461	1.2783	3.6295	0.0559	1.0253	0.0045	6.5933	0.0016	0.0000	5.4003	0.0667	2.5607	0.0044	0.0137	1.3903	1.1804	5.8787	0.0035	0.0296	0.0236	10.0491	0.3904	0.4125	16.9732
7643-75-6	10018511	0.3825	0.5421	0.8532	0.1731	0.6682	9.0058	2.0089	1.9011	1.8498	1.4706	0.0000	2.1264	0.4280	9.2491	3.6592	0.0023	0.0662	0.0262	7.7871	15.0490	4.2604	0.0000	13.6057	8.1667	0.0162	1.8304	13.6976	7.4187	5.9585	0.5389	13.9911	1.0626	7.3714	6.7067	4.8115	0.6239	13.1113	0.0004	5.2332	12.3830	0.7967	4.1528	0.7054	6.5462	1.1566	5.5061	4.8507	0.0160	0.0000	5.4524	0.9838	8.2553	4.0952	4.3643	6.7553	10.7839	2.2933	3.7078	6.3875	1.9518	3.7942	0.0023	3.2613	1.9176	2.9521	10.6277	0.0000	5.2354	0.1823	1.7815	4.5252	4.2755	0.1823	10.7496	0.1003	4.8606	0.0056	0.2797	0.0000	1.7836	5.4358	3.4005	2.5174	3.0060	0.0149	0.6596	0.4536	0.0000	0.1164	0.2096	0.0000	0.0000	3.4861	0.0000	0.1116	2.4776	0.1566	1.7469	0.0000	3.1532	9.5291	0.0000	0.0017	0.0000	0.0001	0.0001	1.1286	0.0015	0.0001	1.5484	2.9708	15.0405	0.0000	0.0001	1.7060	0.0193	5.7116	2.8357	1.4933	2.5134	2.8322	0.4282	0.1553	1.0529	2.4499	1.4245	2.1287	0.0000	2.2581	0.0000	0.2030	0.0028	1.8835	0.0028	0.2704	0.0204	1.7658	0.0000	2.3011	0.0012	9.6340	0.0373	0.0191	0.0002	0.0000	8.0910	0.8875	0.0000	0.2654	0.0007	0.0745	1.6547	0.8172	0.0000	0.0114	0.0900	1.5526	1.5410	0.0003	0.0000	0.0115	2.7225	0.0071	1.1732	2.9338	1.2252	0.0241	0.0005	0.0000	0.1674	3.2659	1.4737	3.6579	1.2593	0.5600	1.3702	0.0000	0.0267	0.0631	7.2422	3.9934	2.3871	11.5124
944-73-0	10018571	0.2100	0.2467	0.3159	0.0625	0.4339	2.9418	0.0668	0.0152	0.1950	0.0126	0.6075	0.0734	18.0954	2.1142	1.7139	0.0128	0.0545	2.8465	2.0858	3.5474	1.1180	0.0005	2.8236	3.2441	0.0302	0.0110	2.4964	1.9811	1.8297	0.0789	2.8361	0.6403	1.9897	2.0914	1.5183	0.4109	0.9472	0.0169	1.5538	2.6185	0.1003	1.5177	0.5809	1.5979	0.9364	1.4807	1.4270	0.0326	0.0000	2.2091	0.8196	0.0000	1.2858	1.2284	1.9074	1.9994	1.5800	0.7571	2.8468	1.0533	1.6847	0.0521	1.2497	1.2749	0.8749	1.7837	0.0000	1.3247	0.0250	1.3805	1.1782	1.5577	0.4034	1.4730	0.0062	0.6433	12.4822	0.0100	0.0007	0.6463	1.4873	1.2811	0.8627	0.9529	0.0457	0.8135	0.6054	0.0006	0.4582	0.0190	0.0005	0.2250	0.0001	0.0094	2.9293	0.2767	0.1588	0.9230	0.0018	1.3319	0.9495	0.0050	0.7296	0.0072	0.0033	0.3603	0.2752	0.0447	0.0176	0.3508	1.0702	0.0158	0.0005	0.0011	0.0250	0.0434	0.8646	1.0963	0.2673	1.1920	0.7524	0.3963	0.2314	0.5947	0.8479	0.5968	0.5552	0.0024	0.0002	0.0014	0.0021	0.0359	1.1431	0.8209	0.1003	0.0143	0.6963	11.4960	0.1436	0.0239	0.9108	0.2499	0.5678	0.0005	0.0008	0.8941	0.1590	0.0000	0.6338	0.0457	0.1195	0.6300	0.3747	0.0019	0.1472	5.6475	1.2820	0.4935	0.0012	0.3171	0.6484	0.6907	0.0630	0.5037	0.0261	1.1414	0.0037	0.0002	0.0063	0.3462	0.0021	0.0136	0.1035	0.4672	0.2924	0.5008	6.3484	0.1417	0.0115	2.1142	2.1142	1.6760	3.5474
103-90-2	10018591	0.6195	0.6553	0.8071	0.4100	0.1973	1.4575	4.4777	2.6348	8.3306	2.2584	0.8275	2.8138	0.0172	1.1506	0.8922	14.8684	17.2196	0.0008	0.9507	1.0806	0.4220	0.1722	0.8308	0.6615	4.6154	1.3371	0.9142	0.8407	0.6680	0.2549	1.3057	0.8827	1.1871	1.1530	0.9519	0.9080	2.9800	8.6249	1.1881	0.7376	0.0018	0.9547	0.4073	0.6298	1.1189	0.9513	1.4475	3.9620	0.0006	0.7653	0.8792	1.2521	0.5151	0.9595	0.4807	0.5500	1.3737	0.5378	0.7674	0.0656	0.6956	0.1385	0.2679	2.2327	0.3732	0.5638	0.0005	0.5473	1.2456	1.1760	0.4505	0.9568	0.5825	0.4676	0.5099	0.4467	0.0033	1.1437	0.1112	0.1823	0.4081	0.5179	0.2884	1.0358	0.1910	0.9559	0.5439	0.0002	0.4179	0.6775	0.0002	6.6760	0.8722	0.0001	0.0399	0.2696	0.2213	1.4410	0.0489	0.3321	0.2086	0.0154	0.1412	0.0893	0.0068	0.0133	0.0744	0.0058	0.0198	0.1665	0.5078	0.0074	0.0018	0.0000	0.0025	0.0309	0.7135	0.9568	0.2371	0.3696	0.2269	0.1530	0.7211	0.0019	0.0749	0.0502	0.0973	0.0553	0.0000	0.0002	0.0106	0.0615	0.3568	0.1063	0.0026	0.0094	4.7374	0.0184	0.0213	1.0066	0.3295	0.3995	0.0298	2.2097	0.0008	0.2997	1.8545	0.0001	4.4124	0.0000	0.0068	0.2176	0.5188	0.0001	0.0283	0.1522	0.2113	0.0967	0.1712	0.0135	0.0070	0.3092	3.8267	0.2893	0.2057	0.0733	0.0090	0.0005	0.0785	0.2782	0.7461	0.0116	0.2521	0.1348	0.8387	0.0846	0.1332	0.1860	0.0003	1.1506	1.1506	1.0806	1.0806
61-78-9	10018671	93.0159	81.4526	68.6140	95.2358	0.0876	2.5779	0.0360	0.0483	0.0824	0.0415	0.0568	0.0164	0.0137	1.5434	1.6397	0.0126	22.8442	0.1054	1.3540	0.8034	1.9300	0.5085	0.5664	0.6201	19.7695	0.1461	0.8057	0.7335	1.0147	0.0677	1.1236	0.6583	0.9982	1.1340	0.5466	0.3845	0.4926	0.0009	0.8253	1.0392	0.9614	1.4069	0.6965	0.7586	6.0036	0.9081	0.7245	16.4714	0.0000	0.8118	0.4677	0.4337	0.5453	1.0591	0.8562	0.4468	1.1245	0.3496	0.8767	0.0259	0.7657	13.4930	0.1540	0.9873	0.1667	0.5440	0.0001	0.5807	0.0112	0.8138	0.8840	0.7345	0.4914	0.5883	0.0086	0.4249	0.1266	0.0126	0.0000	0.1303	0.6336	0.4791	0.2650	0.3877	0.0002	0.3880	0.6153	0.0000	0.1902	0.1459	8.4336	0.0857	0.0079	0.0000	0.0048	0.2002	11.4489	0.5763	0.0004	0.2622	0.1099	0.0005	0.0100	0.0000	0.0017	0.0026	0.1293	0.0170	0.0117	1.0680	0.4517	0.4181	0.0049	0.0000	4.7541	0.0496	0.6026	5.9844	0.0602	0.2949	0.2250	0.1813	0.1181	3.7608	0.0074	0.0578	0.2174	0.3990	0.0001	0.0000	0.0671	9.6113	0.2870	0.1937	0.0012	0.2734	0.1989	0.0017	0.0017	0.0295	0.2531	0.1761	0.0357	0.0134	0.0000	0.3332	0.0446	0.0000	0.2791	0.0011	0.0000	0.1144	0.4302	0.0000	0.0020	0.3320	0.1070	0.2607	0.2165	0.0009	0.0511	0.3471	0.1375	0.2323	2.7111	0.1421	0.0000	0.0002	0.0000	2.0506	0.0189	0.5562	5.8430	0.0671	0.1271	0.1244	0.0232	0.0262	0.0024	1.5434	1.5434	0.8034	0.8034
65-85-0	10018701	278.2962	239.5181	230.6169	182.7148	0.2247	0.7196	10.0231	6.1878	4.2320	4.8293	0.1086	5.7853	0.0233	0.9248	0.0949	0.0000	0.5309	0.0186	0.7138	1.5271	2.4895	0.0000	1.5545	1.9347	0.2667	5.9824	1.3429	1.2103	0.1817	0.3225	1.5822	0.1404	1.5134	1.0817	0.6146	0.1326	4.4787	18.1752	0.7058	1.6887	0.0397	0.6399	0.0105	1.0855	0.7901	0.9889	1.0128	0.0859	0.0001	0.1507	0.0340	4.1679	0.0311	0.3768	0.3231	0.9666	0.3715	0.5736	1.7171	7.8983	0.1287	29.5458	0.6828	0.2876	0.1166	0.4473	0.0162	0.1789	3.4005	0.4735	0.2270	0.2410	0.3855	1.4041	1.1424	1.2566	0.0768	3.2052	0.0000	0.3098	0.2800	0.1477	0.0920	0.3834	0.0023	1.2136	0.4044	0.0000	0.8118	0.8009	0.0052	0.0224	0.9407	0.0000	0.0027	0.9973	27.1259	0.2371	0.0026	0.4605	1.8624	0.0992	0.1922	0.0000	0.1165	0.0019	0.0013	0.0074	0.0028	0.8436	0.0398	0.0296	0.6356	0.0000	0.0159	0.0003	0.7677	0.5413	0.4358	0.5939	0.2852	0.0357	0.8264	0.0154	0.0121	0.0052	0.4799	0.0090	0.0000	0.0000	0.0590	23.9191	0.2559	0.1006	0.6699	0.0506	0.0491	0.0020	0.1094	0.0195	0.1582	0.0067	0.0015	0.0001	0.0000	0.5458	0.8914	0.0015	0.0440	0.0012	0.0005	0.0599	0.0643	0.0000	0.0013	0.0085	0.1793	0.1604	0.0317	0.0051	0.0024	0.3408	0.1120	0.3814	1.2503	0.4634	0.0000	0.0004	8.5904	0.1971	0.3454	0.0131	0.0177	0.0177	0.2796	0.3323	0.0601	0.0047	0.0000	0.9248	0.9248	1.5271	1.5271
79-31-2	10018731	0.0661	0.0858	0.1467	0.0282	52.0623	7.7658	0.0150	0.0149	0.3226	0.0377	0.0013	0.0929	0.5358	8.1755	3.1089	0.0008	5.2024	0.0001	7.2339	7.2332	3.5413	0.2768	6.0892	4.7028	4.8119	0.0310	5.5872	4.3481	6.4493	0.2502	7.0170	0.7064	5.1415	5.1068	3.6664	0.4919	2.2722	0.0001	4.2093	6.3608	0.1147	4.8225	0.4319	3.2705	1.1888	4.4509	4.1521	16.1933	11.4770	5.7992	0.9126	0.0003	4.9296	4.0454	13.5854	5.2177	2.9827	2.0798	3.0063	1.0864	4.5349	0.0009	2.7105	1.9691	3.0190	14.2198	0.0907	6.2252	0.0020	2.1999	4.5150	4.0636	0.0493	2.2506	0.0092	3.4937	0.0004	0.0072	0.0001	1.2887	5.5183	3.4085	4.4250	4.3675	0.4954	2.4663	0.2828	0.0001	3.3377	0.1708	0.0000	0.0072	0.0015	0.0157	0.1906	2.2721	0.0788	2.5009	0.2355	1.3126	2.4902	6.3415	0.0005	0.0375	6.5395	0.0472	2.5194	0.0303	0.1393	1.3026	3.2957	0.0188	0.0000	0.0000	0.0002	0.1365	4.5626	2.3366	1.1866	5.0355	2.5327	1.4865	1.6133	0.0001	0.0000	8.0510	2.3979	0.0003	4.1316	0.2172	0.4218	0.0047	2.8595	0.0052	0.5906	0.0035	2.8713	0.0047	0.0097	0.0070	4.3452	0.0782	0.0335	0.0000	0.0104	1.5101	0.2726	0.0303	0.5204	0.0025	0.0000	2.5050	1.7508	0.0002	0.1810	0.6805	2.0024	1.9667	0.0000	0.0000	0.0000	2.8676	0.0149	5.2015	0.0003	1.2372	0.0029	0.0006	0.0008	0.2190	0.0003	0.0058	0.0346	1.4736	1.3894	1.5176	0.0008	0.1278	0.0486	5.1208	4.4339	4.8696	4.0769
67-56-1	10018751	0.0502	0.0862	0.1462	0.0080	1.2202	6.4746	0.0716	0.0769	0.0429	0.2035	0.5611	0.0119	7.9911	4.3994	3.8022	0.0042	0.0008	0.0293	4.3774	3.9505	2.2293	0.0011	3.0322	2.1210	0.0005	0.6692	4.3261	3.5328	4.3417	0.9498	4.6841	0.7422	4.0328	4.2361	2.8764	0.9854	0.4225	0.1434	2.9513	4.1946	0.2381	4.4578	1.2092	2.2434	2.1546	2.7400	3.4021	0.0017	0.0028	4.5989	1.9524	0.0138	2.6430	3.6316	3.7359	2.8045	2.9441	0.9987	2.3730	1.0552	4.0741	0.0239	1.0956	2.5908	2.0565	3.5450	0.0000	3.8031	0.3630	2.8612	2.4009	4.1506	0.6737	1.7063	0.2715	1.3646	0.0786	0.1838	0.0080	1.6887	2.7011	1.8874	1.9657	2.8539	0.2236	0.2938	0.7997	0.0088	0.0989	0.5693	0.0022	0.0843	0.0020	0.0417	2.9753	0.5874	0.0895	2.5651	0.0645	1.6220	1.6903	0.2582	1.2704	0.1534	0.5213	0.0257	2.2507	0.0036	0.0082	1.1846	2.8930	0.0991	0.0117	0.0206	0.0135	0.1378	2.7375	1.6298	0.7527	2.2791	1.3705	1.1442	0.0408	0.2845	0.0462	1.9971	1.9387	0.0421	0.0444	0.0192	0.0924	0.0066	2.3014	0.0774	0.1288	0.0075	2.5094	0.0405	0.1371	0.0697	2.4229	0.2214	0.1417	0.0002	0.0000	1.2418	0.1127	0.0038	1.1372	0.1257	0.0067	1.3401	1.7248	0.0021	0.4459	0.8030	1.1969	1.2316	0.0005	0.0143	0.0113	2.0461	0.2263	1.0954	0.1757	2.4211	0.0224	0.0084	0.0019	0.7254	0.0232	0.0001	0.3884	0.8687	1.1954	1.5229	6.1177	0.3735	0.1817	2.4393	4.3994	3.9505	2.1170
57-55-6	10018811	0.3676	0.4636	0.7249	0.0963	0.5155	4.1826	0.0735	0.0024	0.2257	0.0059	0.0001	0.0162	0.6866	4.6386	1.9634	0.0059	0.0001	4.2900	4.5552	5.9753	2.6005	0.0000	5.1372	4.7997	0.0000	0.0081	5.7920	5.4572	2.7429	0.0615	5.9546	0.4634	4.3818	5.1774	10.9213	0.3329	1.7354	0.0002	10.1222	4.2450	20.2596	2.3109	0.4893	4.4669	0.4083	3.8336	2.4796	0.0000	0.0000	2.6821	0.4660	0.0173	2.3009	1.4568	3.1752	4.9459	1.5116	2.5312	5.0228	0.2594	1.8049	0.0017	1.3827	1.1472	1.5908	3.0408	0.0000	2.6992	0.0006	0.9080	2.1013	1.8599	0.0831	8.6369	0.0001	2.2517	10.7179	0.0003	0.0000	1.2408	2.0563	1.6308	1.4963	1.1243	0.0051	3.5474	0.1911	0.0000	9.6057	0.0142	0.0000	0.0000	0.0000	0.0000	0.1085	1.1009	0.1869	0.7690	0.0000	2.9434	1.0721	3.1442	0.0039	0.0000	1.7171	0.0235	0.3462	0.0227	0.0017	0.7624	1.2135	5.6367	0.0000	0.0000	4.3608	0.0156	1.8673	1.5332	0.6926	1.4068	0.8926	0.2784	8.3237	7.2626	0.2858	0.5534	0.6217	0.0002	0.0154	0.0000	0.0000	0.0294	1.1621	0.2720	0.0303	0.1105	0.4745	5.4327	0.0049	0.0000	1.5768	0.1190	0.0613	0.0011	0.0000	6.6681	0.2019	0.0000	0.3561	0.0117	0.0017	0.6725	0.1294	0.0001	0.0046	0.0072	1.0794	0.2773	0.0002	0.0341	1.8145	1.1804	0.0134	0.5838	1.0954	0.6408	0.0000	0.0000	0.0000	0.0294	0.0007	2.9129	0.0278	0.2085	0.1997	0.2396	0.0038	0.0119	0.0006	4.6386	1.8512	2.7824	5.9753
1076-22-8	10018861	0.2692	0.3035	0.4193	0.1030	0.6737	1.3213	0.2366	0.0520	0.3635	0.0765	0.0026	0.1738	0.7879	1.4189	0.4420	0.1142	0.0004	0.5750	1.1646	2.0036	0.7209	0.0010	2.2314	2.0222	0.0001	0.0007	1.8683	1.1404	0.9558	0.0332	1.6599	0.3760	1.0328	0.7323	0.6179	0.5333	0.6734	0.0006	0.5704	2.3911	12.3582	1.0830	0.0991	1.3203	0.2947	0.6031	1.1599	0.0003	0.0000	0.7545	0.1116	0.0000	0.3997	0.7135	1.0772	1.2753	0.4390	0.8745	1.3394	0.8820	0.8623	0.0160	1.0655	0.5842	0.5110	1.3654	0.0012	0.7019	0.0174	0.4593	0.8466	0.7179	0.0305	1.1454	0.0192	0.6223	0.9604	0.0496	0.0003	0.3467	0.8462	0.6700	0.4755	0.7651	0.0066	1.0225	0.2122	0.0002	0.5851	0.1048	0.0019	0.0018	0.0033	0.0013	0.2938	0.3134	0.2020	0.4485	0.0259	0.4714	1.3110	0.1591	0.0360	0.0066	0.0401	0.0020	0.1490	0.0096	0.0030	0.3103	0.5001	0.0172	0.0008	5.9597	2.0104	0.0157	1.1867	0.7710	0.3943	0.4777	0.6484	0.0593	7.4375	0.1725	0.0506	0.2337	0.8285	0.0012	0.0533	0.0012	0.0765	0.0605	0.2981	0.0211	0.1351	0.5259	0.3435	0.0011	0.2662	0.0012	0.5156	0.0609	0.0159	0.0619	0.0051	0.4439	0.3007	0.0021	0.2094	6.8254	0.0768	0.3510	0.3693	0.0289	0.0174	0.0219	0.6028	0.6064	0.0006	0.0181	0.2904	0.5761	0.0295	0.1785	0.0013	0.8553	0.1146	0.0088	0.0059	0.0548	0.0090	0.0010	0.0823	0.2446	0.5955	5.4267	0.0154	0.0018	0.0623	1.4189	1.4189	2.0036	2.0036
